order,replicate,arm_id,run_id,attempt_number,sequence,trace_line,call_index,event,tool,paths,summary,attempt_resolved,hidden_passed,hidden_total,failed_probe_ids
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,7,27,1,file_read,shell_command,tests//test_money.py,"{""command"":""Get-Content -Raw tests\\test_money.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\D_no_verification\\20260716T082827Z-2f2748ba\\workspace"",""timeout_ms"":10000}",0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,8,28,1,file_read,shell_command,src//reservation_fixture//__init__.py,"{""command"":""Get-Content -Raw src\\reservation_fixture\\__init__.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\D_no_verification\\20260716T082827Z-2f2748ba\\workspace"",""timeout_ms"":10000}",0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,9,39,1,edit|interface_guess,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v3/D_no_verification/20260716T082827Z-2f2748ba/workspace/src/reservation_fixture/api/reservation.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v3\D_no_verification\20260716T082827Z-2f2748ba\workspace\src\reservation_fixture\api\reservation.py @@ def reserve_order( payload: dict[str, Any], *, uow...",0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,10,45,1,edit|interface_guess,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v3/D_no_verification/20260716T082827Z-2f2748ba/workspace/tests/test_api_reservation.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v3\D_no_verification\20260716T082827Z-2f2748ba\workspace\tests\test_api_reservation.py @@ from reservation_fixture.events.publisher import RecordingEvent...,0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,11,52,1,edit|interface_guess,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v3/D_no_verification/20260716T082827Z-2f2748ba/workspace/tests/test_api_reservation.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v3\D_no_verification\20260716T082827Z-2f2748ba\workspace\tests\test_api_reservation.py @@ from copy import deepcopy +from decimal import Decimal @@ InMem...,0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,12,59,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\D_no_verification\\20260716T082827Z-2f2748ba\\workspace"",""timeout_ms"":120000}",0,9,10,test_verify_01_preserves_warehouse_alias
1,1,D_no_verification,20260716T082827Z-2f2748ba,2,13,,,evaluation,HALF private evaluator,,public 21/21; hidden 9/10,0,9,10,test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,1,17,1,search,shell_command,,"{""command"":""rg --files src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,2,18,1,file_read,shell_command,pyproject.toml,"{""command"":""Get-Content -LiteralPath pyproject.toml"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,3,19,1,file_read,shell_command,README.md,"{""command"":""Get-Content -LiteralPath README.md"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,4,27,1,file_read,shell_command,src//reservation_fixture//reservation//service.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,5,28,1,file_read,shell_command,src//reservation_fixture//api//reservation.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\reservation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,6,29,1,file_read,shell_command,src//reservation_fixture//api//schemas.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,7,30,1,file_read,shell_command,tests//test_service.py,"{""command"":""Get-Content -LiteralPath tests\\test_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,8,38,1,file_read,shell_command,src//reservation_fixture//reservation//ports.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\ports.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,9,39,1,file_read,shell_command,src//reservation_fixture//reservation//idempotency.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\reservation\\idempotency.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,10,40,1,file_read,shell_command,src//reservation_fixture//api//serializer.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\api\\serializer.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,11,41,1,file_read,shell_command,src//reservation_fixture//events//publisher.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\events\\publisher.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,12,42,1,file_read,shell_command,src//reservation_fixture//events//audit.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\events\\audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,13,43,1,file_read,shell_command,src//reservation_fixture//repositories//memory.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\repositories\\memory.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,14,53,1,file_read,shell_command,src//reservation_fixture//domain//models.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\domain\\models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,15,54,1,file_read,shell_command,src//reservation_fixture//domain//errors.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\domain\\errors.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,16,55,1,file_read,shell_command,src//reservation_fixture//allocation//engine.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\allocation\\engine.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,17,56,1,file_read,shell_command,src//reservation_fixture//allocation//policies.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\allocation\\policies.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,18,57,1,file_read,shell_command,tests//test_allocation.py,"{""command"":""Get-Content -LiteralPath tests\\test_allocation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,19,58,1,file_read,shell_command,tests//test_repositories.py,"{""command"":""Get-Content -LiteralPath tests\\test_repositories.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,20,68,1,file_read,shell_command,src//reservation_fixture//fixtures.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\fixtures.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,21,69,1,file_read,shell_command,src//reservation_fixture//legacy//reservation.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\legacy\\reservation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,22,70,1,file_read,shell_command,src//reservation_fixture//__init__.py|src//reservation_fixture//api//__init__.py|src//reservation_fixture//events//__init__.py|src//reservation_fixture//reservation//__init__.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\__init__.py; Get-Content -LiteralPath src\\reservation_fixture\\reservation\\__init__.py; Get-Content -LiteralPath src\\reservation_fixture\\api\\__init__.py; Get-Content -Li...",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,23,71,1,file_read,shell_command,tests//test_models.py|tests//test_money.py,"{""command"":""Get-Content -LiteralPath tests\\test_models.py; Get-Content -LiteralPath tests\\test_money.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout...",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
2,1,H_no_handoff,20260716T091130Z-0af8cc95,1,24,80,1,file_read,shell_command,src//reservation_fixture//domain//money.py,"{""command"":""Get-Content -LiteralPath src\\reservation_fixture\\domain\\money.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v3\\H_no_handoff\\20260716T091130Z-0af8cc95\\workspace"",""timeout_ms"":10000}",0,8,10,test_unfinished_01_publishes_audit|test_verify_01_preserves_warehouse_alias
